(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)
(75.65447998046875, 1.5139645338058472, 0.0, 0.0, 0.0, -2307.79345703125, 1.5139645338058472, 81.99720001220703, 0.0, 0.0, 0.0, 2407.905029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2307.79345703125, 2407.905029296875, 0.0, 0.0, 0.0, 1501305.875)
(72.16688537597656, 2.8812551498413086, 0.0, 0.0, 0.0, -1803.3514404296875, 2.8812551498413086, 85.91071319580078, 0.0, 0.0, 0.0, 2685.655029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1803.3514404296875, 2685.655029296875, 0.0, 0.0, 0.0, 1393999.625)
(76.23270416259766, 4.9293060302734375, 0.0, 0.0, 0.0, -2680.123046875, 4.9293060302734375, 84.01039123535156, 0.0, 0.0, 0.0, 2184.346923828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2680.123046875, 2184.346923828125, 0.0, 0.0, 0.0, 1585668.75)
(73.3621597290039, 3.259014368057251, 0.0, 0.0, 0.0, -1980.445068359375, 3.259014368057251, 76.35926055908203, 0.0, 0.0, 0.0, 2490.880126953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1980.445068359375, 2490.880126953125, 0.0, 0.0, 0.0, 1390372.75)
(73.97419738769531, 2.885511875152588, 0.0, 0.0, 0.0, -2190.61279296875, 2.885511875152588, 80.03022766113281, 0.0, 0.0, 0.0, 2569.476806640625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2190.61279296875, 2569.476806640625, 0.0, 0.0, 0.0, 1459891.75)
(72.6987533569336, 2.014676809310913, 0.0, 0.0, 0.0, -2401.08984375, 2.014676809310913, 78.19330596923828, 0.0, 0.0, 0.0, 2819.856689453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2401.08984375, 2819.856689453125, 0.0, 0.0, 0.0, 1492899.375)
(73.12236022949219, 2.8940658569335938, 0.0, 0.0, 0.0, -2286.402587890625, 2.8940658569335938, 77.9317626953125, 0.0, 0.0, 0.0, 2613.32666015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2286.402587890625, 2613.32666015625, 0.0, 0.0, 0.0, 1428460.0)
(69.19850158691406, 3.1972994804382324, 0.0, 0.0, 0.0, -2044.000244140625, 3.1972994804382324, 79.00250244140625, 0.0, 0.0, 0.0, 2753.049560546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2044.000244140625, 2753.049560546875, 0.0, 0.0, 0.0, 1432549.25)
(71.19002532958984, 2.4076545238494873, 0.0, 0.0, 0.0, -2465.361328125, 2.4076545238494873, 78.01123046875, 0.0, 0.0, 0.0, 2689.498779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2465.361328125, 2689.498779296875, 0.0, 0.0, 0.0, 1432647.375)
